,AccessionNumber,Dataset URL,Dataset name,ReleaseDate,Most recent snapshot date (MM/DD/YYYY),NSubjects,Modalities,DX status(es),Ages (range),Tasks completed?,# of trials (if applicable),Study design,Domain studied,Longitudinal?,Processed data?,Species,DOI of paper associated with DS (from submitter lab),DOI of paper because DS on OpenNeuro,"Senior Author (lab that collected data) Last, First"
112,ds000114,https://openneuro.org/datasets/ds000114/versions/1.0.2,"A test-retest fMRI dataset for motor, language and spatial attention functions.",6/19/2017,6/19/2017,10,"MRI - func, MRI - dwi, MRI - anat",,,"covert_verb_generation, finger_foot_lips, line_bisection, overt_verb_generation, overt_word_repetition",,,,No,No,,,,"CR, Pernet"
113,ds000108,https://openneuro.org/datasets/ds000108/versions/00002,ds000108,3/16/2018,3/16/2018,34,MRI - anat,,"18-25, 26-34, 35-50",Emotion regulation,,,,No,No,,,,"Ochsner, K.N."
114,ds001353,https://openneuro.org/datasets/ds001353/versions/1.0.0,KnowledgeFilteringTest,1/21/2020,1/21/2020,29,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34, 35-50",knowfilt,,Event-related,,No,No,Human,,,"Fadel, Kelly"
115,ds001357,https://openneuro.org/datasets/ds001357/versions/00001,NameFacePriming,5/6/2018,5/6/2018,18,"MRI - func, MRI - anat",,,"familiarity, viewing",,,,No,No,,,,"Gyula, Kovács"
116,ds000244,https://openneuro.org/datasets/ds000244/versions/1.0.0,ds000244_R1.0.1,3/30/2018,3/30/2018,12,"MRI - func, MRI - dwi, MRI - anat",,"26-34, 35-50","archi emotional, archi social, archi spatial, archi standard, self, RSVP language, clips watching, retinotopy, HCP emotion, HCP gambling, HCP langage, HCP motor, HCP relational, HCP social, HCP WM, Fictitious event ordering, film viewing, rest eyes open",,,,No,No,,,,"Thirion, Bertrand"
117,ds000031,https://openneuro.org/datasets/ds000031/versions/2.0.2,MyConnectome,5/9/2018,5/9/2018,1,"MRI - func, MRI - dwi, MRI - anat",,35-50,"Resting fmri, N-back task, Retinotopic mapping, Breath holding task, Dot motion stop-signal task, Object recognition task, Sentence processing task, Spatial working memory task, restME, rest, restEyesOpen",,,,No,No,,,,"Poldrack, Russell"
118,ds000149,https://openneuro.org/datasets/ds000149/versions/1.0.0,Scene Perception,8/7/2020,8/7/2020,15,"MRI - func, MRI - anat",,"18-25, 26-34","picture manual response, picture n-back",,,,No,No,Human,,,"Tarr,  Michael J."
119,ds000140,https://openneuro.org/datasets/ds000140/versions/00001,Distinct brain systems mediate the effects of nociceptive input and self-regulation on pain,5/2/2018,5/2/2018,33,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",heat pain with regulation and ratings,,,,No,No,,,,"Wager, Tor D."
120,ds001365,https://openneuro.org/datasets/ds001365/versions/1.0.0,Indiv_Diffs_ReadingSkill,5/12/2018,5/12/2018,35,MRI - anat,,0-10,,,,,No,No,,,,"D, Braze"
121,ds001371,https://openneuro.org/datasets/ds001371/versions/1.1.1,Early signs of disrupted rule learning in adolescents at clinical high risk for psychosis,1/19/2020,1/19/2020,47,"MRI - func, MRI - anat",Clinical High,"11-17, 18-25",ritl,72,mixed model,"executive function, goal maintenance, ",No,No,Human,,,"Mittal, Vijay A."
122,ds001378,https://openneuro.org/datasets/ds001378/versions/00003,SCA2 Diffusion Tensor Imaging,5/22/2018,5/22/2018,25,"MRI - dwi, MRI - anat",,,,,,,No,No,,,,"Mascalchi, Mario"
123,ds001379,https://openneuro.org/datasets/ds001379/versions/1.0.0,Loci case study,5/24/2022,5/24/2022,1,"MRI - func, MRI - anat",,51-65,"encode, forget, loci, recall",,,,No,No,Human,,,"Baldassano, Christopher"
124,ds001386,https://openneuro.org/datasets/ds001386/versions/00001,Subject Data,5/29/2018,5/29/2018,42,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65, 66+",,,,,No,No,,,,"Hillary, Dr. Frank"
125,ds001399,https://openneuro.org/datasets/ds001399/versions/2.0.0,multibandACQtests,6/13/2018,6/13/2018,6,"MRI - func, MRI - anat",,,"CuedtsPro, reward, delay",,,,No,Yes,,,,"Braver, Todd S."
126,ds001408,https://openneuro.org/datasets/ds001408/versions/1.0.3,rsfMRI_single_session_EEG_NF,6/22/2018,6/22/2018,52,"MRI - anat, MRI - func",,"18-25, 26-34, 35-50",rest,,,,No,No,,,,"V, Pechenkova Ekaterina"
127,ds001415,https://openneuro.org/datasets/ds001415/versions/1.0.0,Audio Cartography,8/12/2020,8/12/2020,21,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 51-65",map listening,,,,No,No,Human,,,"Brittell, Megen"
128,ds001417,https://openneuro.org/datasets/ds001417/versions/1.0.0,CAT snacks functional plasticity,7/3/2018,7/3/2018,36,"MRI - func, MRI - anat",,"18-25, 26-34","probe, responsetosnacks",,,,No,No,,,,"Schonberg, Tom"
129,ds001419,https://openneuro.org/datasets/ds001419/versions/1.0.1,thoughtExperiment,7/5/2018,7/5/2018,1,"MRI - func, MRI - dwi, MRI - anat",,18-25,"imagery, rest",,,,No,No,,,,"Labudda, Kirsten"
130,ds001420,https://openneuro.org/datasets/ds001420/versions/1.2.0,[11C]DASB PET Cimbi database example,7/9/2018,7/9/2018,2,"MRI - anat, PET",,18-25,,,,,No,Yes,,,,"Noergaard, Martin"
131,ds001421,https://openneuro.org/datasets/ds001421/versions/1.4.1,[11C]SB207145 PET Cimbi database example,7/9/2018,7/9/2018,1,"MRI - anat, PET",,18-25,,,,,No,Yes,,,,"Noergaard, Martin"
132,ds000204,https://openneuro.org/datasets/ds000204/versions/00002,ds000204,3/13/2018,3/13/2018,1,MRI - anat,,,,,,,No,No,,,,"Gandy, Sam"
133,ds001430,https://openneuro.org/datasets/ds001430/versions/1.0.2,Neural Overlap in Item Representations Across Episodes Impairs Context Memory,7/24/2018,7/24/2018,31,"MRI - func, MRI - anat",,"18-25, 26-34","Task Localizer, Initial Encoding, Source Memory Test, Item Repetition",,,,No,No,,,,"Turk-Browne, N.B."
134,ds001439,https://openneuro.org/datasets/ds001439/versions/1.2.0,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others,7/26/2018,7/26/2018,18,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","ieh, tom",,,,No,No,,,,"Young, Liane"
135,ds001450,https://openneuro.org/datasets/ds001450/versions/1.0.0,bids_results1,8/1/2018,8/1/2018,2,bold,,,rest,,,,No,No,,,,"Fan, Yun-Shuang"
136,ds001454,https://openneuro.org/datasets/ds001454/versions/1.3.1,Human hippocampal replay during rest prioritizes weakly-learned information and predicts memory performance,8/2/2018,8/2/2018,24,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","rest, satellite",,,,No,No,,,,"Norman, K.A."
137,ds001461,https://openneuro.org/datasets/ds001461/versions/1.0.3,rsfMRI_comrobidity-SmokingandSchizophrenia,8/5/2018,8/5/2018,81,MRI - func,,"11-17, 18-25, 26-34, 35-50, 51-65",rest,,,,No,No,,,,"Fan, Yun-Shuang"
138,ds000113,https://openneuro.org/datasets/ds000113/versions/1.3.0,Forrest Gump,8/12/2018,8/12/2018,37,"MRI - func, MRI - dwi, MRI - anat",,"11-17, 18-25, 26-34, 35-50","Forrest Gump, movielocalizer, retmapcon, retmapccw, retmapclw, retmapexp, coverage, objectcategories, movie, auditory perception",,,,No,No,,,,"Stadler, Jorg"
139,ds001486,https://openneuro.org/datasets/ds001486/versions/1.3.1,Brain Correlates of Math Development,8/22/2018,8/22/2018,132,"MRI - func, MRI - anat",,,"Single-Digit Multiplication, Numerosity Judgement, Rhyming Judgement, Single-Digit Subtraction",,,,No,No,,,,"Booth, James R."
140,ds001491,https://openneuro.org/datasets/ds001491/versions/1.0.0,Valence processing differs across stimulus modalities (Multi-echo),8/30/2018,8/30/2018,20,"MRI - func, MRI - anat",,"18-25, 26-34","task-FlavorRun1, task-FlavorRun2, task-FlavorRun3, task-FlavorRun4, task-images",,,,No,No,,,,"Horst, Gert J. ter"
141,ds001497,https://openneuro.org/datasets/ds001497/versions/1.0.2,"Long-term Memory (LTM) for famous Faces, Places, and common Objects",9/4/2018,9/4/2018,10,"MRI - func, MRI - anat",,,LTM,,,,No,No,,,,"Rogers, TT"
142,ds001499,https://openneuro.org/datasets/ds001499/versions/1.3.1,5000Scenes,9/4/2018,9/4/2018,4,"MRI - func, MRI - dwi, MRI - anat",,"18-25, 26-34","5000scenes, Scene Localizer",,,,No,No,,,,"Aminoff, Elissa M."
143,ds001506,https://openneuro.org/datasets/ds001506/versions/1.3.1,Deep Image Reconstruction,9/7/2018,9/7/2018,3,"MRI - func, MRI - anat",,,"imagery, perception",,,,No,No,,,,"Kamitani, Yukiyasu"
144,ds001510,https://openneuro.org/datasets/ds001510/versions/2.0.3,Schematic narrative perception and recall (intact),9/10/2018,9/10/2018,31,"MRI - func, MRI - anat",,,"perception, recall, schemarecall",,,,No,No,,,,"Norman, K.A."
145,ds001511,https://openneuro.org/datasets/ds001511/versions/1.0.5,Schematic narrative perception and recall (scrambled),9/10/2018,9/10/2018,13,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","CMIYC, scrambled",,,,No,No,,,,"Norman, K.A."
146,ds001517,https://openneuro.org/datasets/ds001517/versions/1.0.3,Associative Prediction of Visual Shape in the Hippocampus,9/18/2018,9/18/2018,24,"MRI - func, MRI - anat",,"18-25, 26-34","Prediction audio cue, Shape only",,,,No,No,,,,"Turk-Browne, N.B."
147,ds001521,https://openneuro.org/datasets/ds001521/versions/1.0.2,Lingering representations of stimuli influence recall organization,9/20/2018,9/20/2018,41,"MRI - func, MRI - anat",,,"Localizer, Study-Test",,,,No,No,,,,"Chan, S. C., Applegate, M. C., Morton, N. W., Polyn, S. M., & Norman, K. A."
148,ds001525,https://openneuro.org/datasets/ds001525/versions/1.1.1,,9/26/2018,9/26/2018,17,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","Repetition, Localizer",,,,No,No,,,,"Hickok, Gregory S."
149,ds001529,https://openneuro.org/datasets/ds001529/versions/1.0.2,Mouse_rest_anesthesia,10/1/2018,10/1/2018,38,MRI - func,,,rest,,,,No,No,,,,"Rudin, Markus"
150,ds001534,https://openneuro.org/datasets/ds001534/versions/1.1.0,,10/8/2018,10/8/2018,42,"MRI - func, MRI - anat",,18-25,"foodimage, rating non-calorie labeled food images, rating calorie-labled food images",,,,No,No,,,,"Rapuano, Kristina"
151,ds001541,https://openneuro.org/datasets/ds001541/versions/1.1.3,Mouse_opto_DRN,10/10/2018,10/10/2018,16,"MRI - func, MRI - anat",,,opto,,,,No,No,,,,"Saab, Bechara J."
152,ds001545,https://openneuro.org/datasets/ds001545/versions/1.1.1,Learning Naturalistic Temporal Structure in the Posterior Medial Network,10/10/2018,10/10/2018,30,"MRI - func, MRI - anat",,"18-25, 26-34",movie watching,,,,No,No,,,,"Hasson, U."
153,ds001547,https://openneuro.org/datasets/ds001547/versions/1.1.0,Layer VASO in visual system,10/11/2018,10/11/2018,5,"MRI - func, MRI - anat",,"18-25, 26-34","imagery, rest, swirly stars",,,,No,No,,,,"Huber, Renzo"
154,ds001551,https://openneuro.org/datasets/ds001551/versions/1.0.0,,10/14/2018,10/14/2018,34,"MRI - func, MRI - anat",,,trust,,,,No,No,,,,"Prochazkova, Eliska"
155,ds001553,https://openneuro.org/datasets/ds001553/versions/1.0.1,100 runs at 3T,10/15/2018,10/15/2018,3,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","checkerboard, rest",,,,No,No,Human,,https://doi.org/10.1073/pnas.1121049109,"Bandettini, Peter A."
156,ds001554,https://openneuro.org/datasets/ds001554/versions/1.0.0,Neural pattern change during encoding of a narrative predicts retrospective duration estimates,10/15/2018,10/15/2018,23,"MRI - func, MRI - anat",,,listening,,,,No,No,,,,"Lositsky, O., Chen, J., Toker, D., Honey, C.J., Poppenk, J.L., Hasson, U., & Norman, K.A."
157,ds001555,https://openneuro.org/datasets/ds001555/versions/1.0.1,Large Single-Subject Functional MRI Datasets at 7T,10/16/2018,10/16/2018,3,"MRI - func, MRI - anat",Healthy / Control,"18-25, 26-34","HalfFovNoTask, FullFovNoAttentionTask, FullFovAttentionTask, Full Field-of-View Visual Stimulation + Attention Control Task, Hemifield Visual Stimulation, Full Field-of-View Visual Stimulation Only",,,,No,No,Human,,https://doi.org/10.1093/cercor/bhu148,"Bandettini, Peter A."
158,ds001563,https://openneuro.org/datasets/ds001563/versions/1.0.1,WIN-open-science-example,9/29/2019,9/29/2019,1,MRI - anat,Healthy / Control,,,,Methods developement,layer fMRI acquisition methods,No,No,Human,,,"Huber, Renzo"
159,ds001566,https://openneuro.org/datasets/ds001566/versions/1.0.1,test,10/23/2018,10/23/2018,1,"MRI - func, MRI - anat",,,Resting state fMRI,,,,No,No,,,,
160,ds001576,https://openneuro.org/datasets/ds001576/versions/1.0.0,Refresh my memory: Episodic memory reinstatements intrude on working memory maintenance,10/29/2018,10/29/2018,36,"MRI - func, MRI - anat",,,"Learning task, DNMS",,,,No,No,,,,"Hoskin, A.N., Bornstein, A.M., Norman, K.A., & Cohen, J.D."
161,ds001590,https://openneuro.org/datasets/ds001590/versions/1.0.1,Feature Discrimination,11/8/2018,11/8/2018,32,"MRI - func, MRI - dwi, MRI - anat",,,"sim, ser, loc",,,,No,No,,,,"McClure, Samuel M."
162,ds001591,https://openneuro.org/datasets/ds001591/versions/1.3.0,Mouse_rest_KCLtraining,11/13/2018,11/13/2018,2,"MRI - func, MRI - anat",,,rest,,,,No,No,,,,"Cash, Diana"
163,ds001595,https://openneuro.org/datasets/ds001595/versions/1.0.0,Test dataset for XCP software,11/16/2018,11/16/2018,1,"MRI - dwi, MRI - anat, MRI - func",,,rest,,,,No,No,,,,
164,ds001597,https://openneuro.org/datasets/ds001597/versions/1.0.0,multiFingerRSA,11/19/2018,11/19/2018,20,"MRI - func, MRI - anat",,,cuedMFM,,,,No,No,,,,"Verstynen, Timothy"
165,ds001600,https://openneuro.org/datasets/ds001600/versions/1.0.0,Example Fieldmaps,11/24/2018,11/24/2018,1,"MRI - func, MRI - anat",,,rest,,,,No,No,,,,"Satterthwaite, Ted"
166,ds001607,https://openneuro.org/datasets/ds001607/versions/1.0.1,Reinstated episodic context guides sampling-based decisions for reward,12/3/2018,12/3/2018,32,"MRI - func, MRI - anat",,,"Learning task, Funcational localizer, Test",,,,No,No,,,,"Bornstein, A.M. & Norman, K.A."
167,ds001608,https://openneuro.org/datasets/ds001608/versions/1.0.1,Prestimulus Exp2,7/21/2019,7/21/2019,21,"MRI - func, MRI - anat",,"18-25, 26-34",viewclips,,,,No,No,,,,"Cohen, Noga"
168,ds001612,https://openneuro.org/datasets/ds001612/versions/1.0.2,Offline replay supports planning: fMRI evidence from reward revaluation,12/6/2018,12/6/2018,24,"MRI - func, MRI - anat",,,"Funcational localizer, Main task",,,,No,No,,,,"Momennejad, I., Otto, A.R., Daw, N., & Norman, K.A."
169,ds001614,https://openneuro.org/datasets/ds001614/versions/1.1.0,Perceptual decisions result from the continuous accumulation of memory and sensory evidence,12/7/2018,12/7/2018,31,"T1w, bold, events",,,"Response Training, Funcational localizer, Sequence Learning, Cued Inference task",,,,No,No,,,,"Cohen, J.D."
170,ds001618,https://openneuro.org/datasets/ds001618/versions/1.0.1,"Shared and differential default-mode related patterns of activity in an autobiographical, a self-referential and an attentional task",12/12/2018,12/12/2018,36,MRI - func,,"18-25, 26-34, 35-50, 51-65","N-back, Self/Other reflection, Autobiographical memory",,,,No,No,,,,"Salvador, Raymond"
171,ds001621,https://openneuro.org/datasets/ds001621/versions/1.1.0,Neural representations of events arise from temporal community structure,12/14/2018,12/14/2018,20,"MRI - func, MRI - anat",,,commstruc,,,,No,No,,,,"Botvinick, M.M."
172,ds001634,https://openneuro.org/datasets/ds001634/versions/1.0.1,Visual working memory: Study one Task fMRI and Behavioural response,12/31/2018,12/31/2018,19,"MRI - func, MRI - anat",,,"ep2d_bold_WorkingMemory_Run1, ep2d_bold_WorkingMemory_Run3, ep2d_bold_WorkingMemory_Order1, ep2d_bold_WorkingMemory_Run2, ep2d_bold_WorkingMemory_Order2, ep2d_bold_WorkingMemory_Order3, ep2d_bold_WorkingMemory_order1, ep2d_bold_WorkingMemory_order2, ep2d_bold_WorkingMemory_order1_run2 , ep2d_bold_WorkingMemory_order1_run1 , ep2d_bold_WorkingMemory_order1_run3 , ep2d_bold_WorkingMemory_order3",,,,No,No,,,,"Soreq, Eyal"
173,ds001635,https://openneuro.org/datasets/ds001635/versions/1.0.1,Visual working memory: Study two Task fMRI and Behavioural response,12/31/2018,12/31/2018,16,"MRI - func, MRI - anat",,,"ep2d_bold_MemoryAndManiupulate_1, ep2d_bold_MemoryAndManiupulate_3, ep2d_bold_MemoryAndManiupulate_1_take2, ep2d_bold_MemoryAndManiupulate_2_take2, ep2d_bold_MemoryAndManiupulate_Run1 , ep2d_bold_MemoryAndManiupulate_Run2 , ep2d_bold_MemoryAndManiupulate_2, ep2d_bold_MemoryAndManiupulate_Run3 ",,,,No,No,,,,"Soreq, Eyal"
174,ds001652,https://openneuro.org/datasets/ds001652/versions/2.0.0,Ironia VEV,1/16/2019,1/16/2019,8,"MRI - func, MRI - anat",,"18-25, 26-34",Ironia VEV,,,,No,No,,,,"Valles, Elizabeth"
175,ds001653,https://openneuro.org/datasets/ds001653/versions/1.0.2,Mouse_rest_awake,7/23/2019,7/23/2019,29,"MRI - func, MRI - anat",,,rest,,,,No,No,,,,"Grandjean, Joanes"
176,ds001705,https://openneuro.org/datasets/ds001705/versions/1.0.1,NRM2018 PET Grand Challenge dataset,1/28/2019,1/28/2019,5,"MRI - anat, PET",,"26-34, 35-50, 51-65",,,,,No,No,,,,"Gunn, Roger"
177,ds001715,https://openneuro.org/datasets/ds001715/versions/1.0.0,Dissociable neural mechanisms track evidence accumulation for selection of attention versus action,1/31/2019,1/31/2019,34,"MRI - func, MRI - anat",,,Decision-making task,,,,No,No,,,,"Shenhav, A., Straccia, M.A., Musslick, S., Cohen, J.D., & Botvinick, M.M."
178,ds001720,https://openneuro.org/datasets/ds001720/versions/1.0.2,Mouse_rest_multicentre,2/1/2019,2/1/2019,255,MRI - func,,,rest,,,,No,No,,,,"Gozzi, Alessandro"
179,ds001722,https://openneuro.org/datasets/ds001722/versions/1.1.0,A role for the medial temporal lobe subsystem in guiding prosociality: the effect of episodic processes on willingness to help others (Experiment 2),2/1/2019,2/1/2019,19,"MRI - func, MRI - anat",,,tom,,,,No,No,,,,"Young, Liane"
180,ds001725,https://openneuro.org/datasets/ds001725/versions/1.1.0,Mouse_rest_psilocybin,9/2/2019,9/2/2019,40,"MRI - func, MRI - anat",,,rest,,,,No,No,,,,"Rudin, Markus"
181,ds001728,https://openneuro.org/datasets/ds001728/versions/1.1.0,Test-GEIER,2/5/2019,2/5/2019,1,"MRI - anat, MRI - func",,,rest,,,,No,No,,,,
182,ds001734,https://openneuro.org/datasets/ds001734/versions/1.0.5,NARPS,5/13/2019,5/13/2019,108,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50",MGT,,,,No,No,,,,"Schonberg, Tom"
183,ds001740,https://openneuro.org/datasets/ds001740/versions/2.2.0,Convers,2/6/2019,2/6/2019,25,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50, 66+",convers,,,,No,No,,,,"Chaminade, Thierry"
184,ds001743,https://openneuro.org/datasets/ds001743/versions/1.0.1,Unilateral Glaucoma 3T dMRI,2/6/2019,2/6/2019,12,"MRI - dwi, MRI - anat",,"18-25, 26-34, 51-65, 66+",,,,,No,No,,,,"Nathaniel P Miller, Yao Liu, Roman Krivochenitser, Bas Rokers"
185,ds001745,https://openneuro.org/datasets/ds001745/versions/1.1.0,A neural signature of contextually mediated intentional forgetting,2/7/2019,2/7/2019,24,"MRI - func, MRI - anat",,,"Image localizer, Study-Test, Word localizer",,,,No,No,,,,"Norman, K.A."
186,ds001747,https://openneuro.org/datasets/ds001747/versions/1.1.0,Exploring the Resting State Neural Activity of Monolinguals and Late and Early Bilinguals,8/6/2020,8/6/2020,92,"MRI - anat, MRI - func",,"18-25, 26-34",rest,,Resting State fMRI,,No,No,Human,,,"Thompson, Gregory L."
187,ds001748,https://openneuro.org/datasets/ds001748/versions/1.0.4,Differentiation of functional networks during long-term memory retrieval in children and adolescents,2/8/2019,2/8/2019,62,"MRI - func, MRI - anat",,"0-10, 11-17, 18-25, 26-34","episodic, autobio, semantic",,,,No,No,,,,"Burianová, Hana"
188,ds001751,https://openneuro.org/datasets/ds001751/versions/1.0.2,Context-dependent cognitive control | Flanker task,2/12/2019,2/12/2019,20,"MRI - func, MRI - anat",,,flanker,,,,No,No,,,,"Verguts, Tom"
189,ds001761,https://openneuro.org/datasets/ds001761/versions/2.0.1,VanRullen-Reddy-DeepFaceReconstruction Dataset,2/15/2019,2/15/2019,4,"MRI - func, MRI - anat",,"18-25, 26-34, 35-50","faces, loc",,,,No,No,,,,"Reddy, L."
190,ds001762,https://openneuro.org/datasets/ds001762/versions/1.0.1,Dorsal anterior cingulate and ventromedial prefrontal cortex have inverse roles in both foraging and economic choice,2/15/2019,2/15/2019,31,"MRI - func, MRI - anat",,,Foraging task,,,,No,No,,,,"Cohen, J.D."
191,ds001769,https://openneuro.org/datasets/ds001769/versions/1.3.0,studyforrest_movie_denoised,2/25/2019,2/25/2019,1,MRI - func,,,movie,,,,No,No,,,,"Liu, Jia"
