"Title","Investigator","Institute","Fiscal Year","FOA Number","Funded Status","Project Number","Priority Area","Application ID"
"Causal mapping of emotion networks with concurrent electrical stimulation and fMRI","Adolphs, Ralph  (contact) Howard, Matthew A. Poldrack, Russell A","California Institute Of Technology","2018","RFA-NS-17-019","Active","1U01NS103780-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9419512"
"Taking DISCO Live: Dual pathway Imaging of Striatal Circuit Output in vivo","Calakos, Nicole","Duke University","2018","RFA-DA-17-022","Active","1K18DA045438-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional ToolsTheory & Data Analysis ToolsIntegrated ApproachesHuman Neuroscience","9472719"
"Norepinephrine modulation of neocortex during flexible behavior","Cohen, Jeremiah Yaacov (contact) O'connor, Daniel Hans","Johns Hopkins University","2018","RFA-NS-17-014","Active","1R01NS104834-01","Integrated Approaches","9450066"
"Development of predictive coding networks for spatial navigation","Dragoi, George","Yale University","2018","RFA-NS-17-014","Active","1R01NS104917-01","Integrated Approaches","9451023"
"Multiplex imaging of neuronal activity and signaling dynamics underlying learning in discrete amygdala circuits of behaving mice.","Li, Bo Mao, Tianyi Zhong, Haining  (contact)","Oregon Health & Science University","2018","RFA-NS-17-014","Active","1R01NS104944-01","Integrated Approaches","9451165"
"Repetitive transcranial ultrasound stimulation for modulating brain rhythms","Dmochowski, Jacek","City College Of New York","2018","RFA-DA-17-022","Active","1K18DA045437-01","Cell TypeCircuit DiagramsMonitor Neural ActivityInterventional ToolsTheory & Data Analysis ToolsIntegrated ApproachesHuman Neuroscience","9472653"
"Large-scale monitoring of sensory transformations in the mammalian olfactory system","Burton, Shawn Denver","University Of Utah","2017","RFA-MH-17-250","Active","1F32MH115448-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9455273"
"In Vivo Imaging of Local Synaptic Neuromodulation by Dopamine","Evans, Paul Robert","Max Planck Florida Corporation","2018","RFA-MH-17-250","Active","1F32MH115433-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9454042"
"Circuit mechanisms of evidence accumulation during decision-making","Luo, Zhihao","Princeton University","2017","RFA-MH-17-250","Active","1F32MH115416-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9453242"
"Ethical Safeguards for Exit and Withdrawal from Implanted Neurotechnology Research","Sankary, Lauren","Cleveland Clinic Lerner Com-cwru","2017","RFA-MH-17-250","Active","1F32MH115419-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9453509"
"Behavioral state modulation of sensorimotor processing in cerebellar microcircuits","Heiney, Shane A","Baylor College Of Medicine","2017","RFA-NS-17-015","Active","1R21NS104836-01","Integrated Approaches","9450090"
"GABAergic circuit interactions within the behaving mouse dLGN","Bickford, Martha E (contact) Guido, William","University Of Louisville","2017","RFA-NS-17-015","Active","1R21NS104807-01","Integrated Approaches","9449526"
"A magnetic particle imager (MPI) for functional brain imaging in humans","Wald, Lawrence L","Massachusetts General Hospital","2017","RFA-EB-17-002","Active","1U01EB025121-01","Monitor Neural ActivityInterventional ToolsIntegrated ApproachesHuman Neuroscience","9418281"
"Neuronal mechanisms of human episodic memory","Mamelak, Adam Nathaniel Rutishauser, Ueli  (contact)","Cedars-sinai Medical Center","2017","RFA-NS-17-019","Active","1U01NS103792-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9420455"
"Intraoperative studies of flexible decision-making","Baltuch, Gordon H (contact) Gold, Joshua I","University Of Pennsylvania","2017","RFA-NS-17-019","Active","1U01NS103799-01","Human NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural Activity","9421087"
"Sensorimotor processing, decision making, and internal states: towards a realistic multiscale circuit model of the larval zebrafish brain","Engert, Florian  (contact) Lichtman, Jeff W Sompolinsky, Haim","Harvard University","2017","RFA-NS-17-018","Active","1U19NS104653-01","Integrated Approaches","9444232"
"Accessing the Neuronal Scale: Designing the Next Generation of Compact Ultra High Field MRI Technology for Order-of-Magnitude Sensitivity Increase in Non-Invasive Human Brain Mapping","Rutt, Brian Keith","Stanford University","2017","RFA-EB-17-001","Active","1R01EB025131-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9420368"
"Ensemble neural dynamics in the medial prefrontal cortex underlying cognitive flexibility and reinforcement learning","Ganguli, Surya Schnitzer, Mark J (contact)","Stanford University","2017","RFA-NS-17-015","Active","1R21NS104833-01","Integrated Approaches","9450063"
"Computational and circuit mechanisms underlying motor control","Costa, Rui M.  (contact) Jessell, Thomas M.","Columbia University Health Sciences","2017","RFA-NS-17-018","Active","1U19NS104649-01","Integrated Approaches","9444169"
"Towards a Complete Description of the Circuitry Underlying Sharp Wave-Mediated Memory Replay","Buzsaki, Gyorgy Lisman, John E Losonczy, Attila Schnitzer, Mark J Soltesz, Ivan  (contact)","Stanford University","2017","RFA-NS-17-018","Active","1U19NS104590-01","Integrated Approaches","9442580"
"From microscale structure to population coding of normal and learned behavior","Debello, Wiliam Mcintyre Ellisman, Mark H Fischer, Brian J Pena, Jose L (contact)","Albert Einstein College Of Medicine","2017","RFA-NS-17-014","Active","1R01NS104911-01","Integrated Approaches","9450904"
"Technologies to drastically boost photon sensitivity for brain-dedicated PET","Levin, Craig S","Stanford University","2017","RFA-EB-17-001","Active","1R01EB025125-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9420111"
"Neuromodulatory control of collective circuit dynamics in C. elegans","Flavell, Steven Willem","Massachusetts Institute Of Technology","2017","RFA-NS-17-014","Active","1R01NS104892-01","Integrated Approaches","9450709"
"A microscope optimized for brain-scale 2-photon imaging","Pesaran, Bijan","New York University","2017","RFA-NS-17-004","Active","1U01NS103518-01","Monitor Neural ActivityInterventional Tools","9405275"
"Genetic analyses of complete circuit formation in Caenorhabditis elegans","Cook, Steven Jay","Columbia Univ New York Morningside","2017","RFA-MH-17-250","Active","1F32MH115438-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9454707"
"Mechanisms of neural circuit dynamics in working memory anddecision-making","Brody, Carlos D (contact) Pillow, Jonathan William Seung, Hyunjune Sebastian Tank, David W Wang, Samuel Sheng-hung Witten, Ilana","Princeton University","2017","RFA-NS-17-018","Active","1U19NS104648-01","Integrated Approaches","9444124"
"Imaging Human Brain Function with Minimal Mobility Restrictions","Garwood, Michael G","University Of Minnesota","2017","RFA-EB-17-002","Active","1U01EB025153-01","Monitor Neural ActivityInterventional ToolsIntegrated ApproachesHuman Neuroscience","9421062"
"Controlled neuronal firing in vivo using two photon spatially shaped optogenetics","Gibson, Emily Restrepo, Diego  (contact)","University Of Colorado Denver","2017","RFA-NS-17-004","Active","1U01NS099577-01A1","Monitor Neural ActivityInterventional Tools","9404641"
"Predictive models of brain dynamics during decision making and their validation using distributed optogenetic stimulation","Pesaran, Bijan","New York University","2017","RFA-NS-17-014","Active","1R01NS104923-01","Integrated Approaches","9451080"
"THE DYNAMICS OF LONG RANGE CORRELATIONS IN CORTEX: SINGLE UNITS AND OXYGEN","Snyder, Lawrence H","Washington University","2017","RFA-NS-17-015","Active","1R21NS105090-01","Integrated Approaches","9457753"
"Integrative Analysis of Long-range Top-down Cortical Circuit for Attentional Behavior","Morishita, Hirofumi","Icahn School Of Medicine At Mount Sinai","2017","RFA-NS-17-015","Active","1R21NS105119-01","Integrated Approaches","9458405"
"Multi-regional neural circuit dynamics underlying short-term memory","Druckmann, Shaul Li, Nuo  (contact)","Baylor College Of Medicine","2017","RFA-NS-17-015","Active","1R21NS104781-01","Integrated Approaches","9449037"
"Engineering optogenetic tools for studying neuropeptide activity","French, Alexander Robert","Purdue University","2017","RFA-MH-17-250","Active","1F32MH115432-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9454009"
"Spinal root stimulation for restoration of function in lower-limb amputees","Fisher, Lee E (contact) Weber, Douglas J","University Of Pittsburgh At Pittsburgh","2017","RFA-NS-17-006","Active","1UH3NS100541-01A1","Human NeuroscienceInterventional ToolsMonitor Neural Activity","9403325"
"Diffuse, spectrally-resolved optical strategies for detecting activity of individual neurons from in vivo mammalian brain with GEVIs","Nishimura, Nozomi","Cornell University","2017","RFA-EY-17-001","Active","1R21EY028391-01","Monitor Neural ActivityInterventional Tools","9395599"
"Viral Strategies for Functional Connectomics in the Visual System","Reid, R Clay","Allen Institute","2017","RFA-NS-17-014","Active","1R01NS104949-01","Integrated Approaches","9451199"
"Genetically Encoded Activity Sensors for Photoacoustic Imaging of the Brain","Griesbeck, Oliver  (contact) Razansky, Daniel","Max Planck Institute For Neurobiology","2017","RFA-EY-17-001","Active","1R21EY028365-01","Monitor Neural ActivityInterventional Tools","9394827"
"An academic industrial partnership for the development of high frame-rate transcranial super resolution ultrasound imaging","Dayton, Paul A Pinton, Gianmarco  (contact)","Univ Of North Carolina Chapel Hill","2017","RFA-EB-17-001","Active","1R01EB025149-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9420940"
"MACHINE LEARNING APPROACHES FOR ELECTROPHYSIOLOGICAL CELL CLASSIFICATION","Barth, Alison L","Carnegie-mellon University","2017","RFA-NS-17-015","Active","1R21NS104821-01","Integrated Approaches","9449797"
"MRI CORTICOGRAPHY: DEVELOPING NEXT GENERATION MICROSCALE HUMAN CORTEX MRI SCANNER","Feinberg, David Alan (contact) Liu, Chunlei Mukherjee, Pratik Setsompop, Kawin Wald, Lawrence L","University Of California Berkeley","2017","RFA-EB-17-002","Active","1U01EB025162-01","Monitor Neural ActivityInterventional ToolsIntegrated ApproachesHuman Neuroscience","9421501"
"Elementary Neuronal Ensembles to Whole Brain Networks:  Ultrahigh Resolution Imaging of Function and Connectivity in Humans","Ugurbil, Kamil","University Of Minnesota","2017","RFA-EB-17-002","Active","1U01EB025144-01","Monitor Neural ActivityInterventional ToolsIntegrated ApproachesHuman Neuroscience","9420395"
"The Application of Generalized Linear Models to Calcium Imaging Data for Optimal High-Dimensional Receptive Field Estimation and Identification of Latent Network Dynamics","Keeley, Stephen L","Princeton University","2017","RFA-MH-17-250","Active","1F32MH115445-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9455023"
"Integrated compressive sensing microscope for high-speed functional biological imaging","Chin , Sang  Peter","Boston University (charles River Campus)","2017","RFA-EY-17-001","Active","1R21EY028381-01","Monitor Neural ActivityInterventional Tools","9395305"
"Direct MEG/EEG detection using a novel MRI approach","Bottomley, Paul A","Johns Hopkins University","2017","RFA-EY-17-001","Active","1R21EY028353-01","Monitor Neural ActivityInterventional Tools","9393157"
"Methodologically-Integrated Approaches Linking Cell Types to Neural Circuits and Function","Callaway, Edward M","Salk Institute For Biological Studies","2017","RFA-NS-17-015","Active","1R21NS105129-01","Integrated Approaches","9459190"
"Impact of cortical feedback on odor concentration change coding","Shusterman, Roman Smear, Matthew C (contact)","University Of Oregon","2017","RFA-NS-17-015","Active","1R21NS104935-01","Integrated Approaches","9451132"
"Investigating information processing in parallel circuits that link external chemical signals to social behavior","Meeks, Julian P","Ut Southwestern Medical Center","2017","RFA-NS-17-015","Active","1R21NS104826-01","Integrated Approaches","9449930"
"Novel fluorescent sensors based on GPCRs for imaging neuromodulation","Hires, Samuel Andrew (contact) Li, Yulong Zhang, Li I.","University Of Southern California","2017","RFA-NS-17-003","Active","1U01NS103558-01","Interventional Tools","9405344"
"A Brain Circuit Program for Understanding the Sensorimotor Basis of Behavior","Clandinin, Thomas Robert Dickinson, Michael H (contact) Druckmann, Shaul Mann, Richard S Murray, Richard M Tuthill, John Comber Wilson, Rachel","California Institute Of Technology","2017","RFA-NS-17-018","Active","1U19NS104655-01","Integrated Approaches","9444301"
"Fluidic microdrives for minimally invasive actuation of flexible electrodes","Robinson, Jacob T.","Rice University","2017","RFA-EY-17-001","Active","1R21EY028397-01","Monitor Neural ActivityInterventional Tools","9395642"
"Resolving Fine Architectures of Human Gray Matter with Ultra-High-Resolution Diffusion MRI","Ge, Yulin Zhang, Jiangyang  (contact)","New York University School Of Medicine","2017","RFA-EB-17-001","Active","1R01EB025133-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9420418"
"Gated Diffuse Correlation Spectroscopy for functional imaging of the human brain","Franceschini, Maria Angela","Massachusetts General Hospital","2017","RFA-EB-17-001","Active","1R01EB025145-01","Monitor Neural ActivityInterventional ToolsHuman Neuroscience","9420764"
"A comprehensive whole-brain atlas of cell types in the mouse","Zeng, Hongkui","Allen Institute","2017","RFA-MH-17-225","Complete","1U19MH114830-01","Cell TypeCircuit Diagrams","9416011"
"Multi-context software for robust and reproducible neuroscience image analysis","Papademetris, Xenophon  (contact) Scheinost, Dustin","Yale University","2017","RFA-MH-17-257","Active","1R24MH114805-01","Cell TypeCircuit DiagramsHuman NeuroscienceIntegrated ApproachesInterventional ToolsMonitor Neural ActivityTheory & Data Analysis Tools","9414748"
